kode_kegiatan,kode_eselon,nama_kegiatan,tahun_kegiatan,kode_tim_kerja,detail_anggota_tim,detail_informasi_penting,detail_jadwal,timestamp,nip_pegawai,flag_kabkot,pjk_1100,pjk_1101,pjk_1102,pjk_1103,pjk_1104,pjk_1105,pjk_1106,pjk_1107,pjk_1108,pjk_1109,pjk_1110,pjk_1111,pjk_1112,pjk_1113,pjk_1114,pjk_1115,pjk_1116,pjk_1117,pjk_1118,pjk_1171,pjk_1172,pjk_1173,pjk_1174,pjk_1175,created_at,updated_at
LNViPGoUwWt,2024s105,Penyusunan BRS Statistik Harga Produsen,2024,2024s103,"<p>PJK&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;: Mursalina</p>
<p>Anggota&nbsp; &nbsp; : Dwi Susanti</p>","<table dir=""ltr"" border=""1"" cellspacing=""0"" cellpadding=""0"" data-sheets-root=""1""><colgroup><col width=""509""><col width=""127""><col width=""100""></colgroup>
<tbody>
<tr>
<td style=""text-align: center;"" data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Berita Resmi Statistik (BRS) &quot;}""><strong>Berita Resmi Statistik (BRS)</strong></td>
<td style=""text-align: center;"" data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Penyusun&quot;}""><strong>Penyusun</strong></td>
<td style=""text-align: center;"" data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Pemeriksaan&quot;}""><strong>Pemeriksaan</strong></td>
</tr>
<tr>
<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Nilai Tukar Petani dan Perkembangan Harga Produsen Gabah&quot;}"">Nilai Tukar Petani dan Perkembangan Harga Produsen Gabah</td>
<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Mursalina&quot;}"">Mursalina</td>
<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Titiek Z&quot;}"">Titiek Zurryati</td>
</tr>
</tbody>
</table>","<table dir=""ltr"" style=""width: 42.6658%; height: 45.7812px;"" border=""1"" cellspacing=""0"" cellpadding=""0"" data-sheets-root=""1""><colgroup><col style=""width: 79.9058%;"" width=""509""><col style=""width: 19.9372%;"" width=""127""></colgroup>
<tbody>
<tr style=""height: 23.3906px;"">
<td style=""text-align: center; height: 23.3906px;"" data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Berita Resmi Statistik (BRS) &quot;}""><strong>Berita Resmi Statistik (BRS)</strong></td>
<td style=""text-align: center; height: 23.3906px;"" data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Penyusun&quot;}""><strong>Jadwal Rilis</strong></td>
</tr>
<tr style=""height: 22.3906px;"">
<td style=""height: 22.3906px;"" data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Nilai Tukar Petani dan Perkembangan Harga Produsen Gabah&quot;}"">Nilai Tukar Petani dan Perkembangan Harga Produsen Gabah</td>
<td style=""height: 22.3906px;"" data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Mursalina&quot;}"">Setiap Awal Bulan</td>
</tr>
</tbody>
</table>",2024-02-21 15:58:11,198411122006042002,0,,,,,,,,,,,,,,,,,,,,,,,,,,
lsGoCs9qdsQ,2024s102,EA (Enumaration Area),2024,2024s105,"<p><strong>Ketua Tim</strong>: Fitral Pratomo</p>
<p><strong>Pjk</strong>: Wira Junardi</p>
<p><strong>Anggota</strong>:&nbsp;</p>
<ul>
<li>Ichsan Hasanudin</li>
<li>Anandika Dian Pramesti</li>
</ul>",<p>Pemutakhiran wilayah SLS yang mengalami/terdampak perubahan&nbsp;dari hasil Identifikasi SLS Podes 2024&nbsp;</p>,"<ol>
<li>Pelatihan Innas&nbsp; : 5-8 Maret 2024</li>
<li>Briefing Admin : 11 Maret 2024</li>
<li>Pelatihan Inda : Maret - April 2024</li>
<li>Pelaksanaan Pemutakhiran SLS : Juni - Juli 2024</li>
<li>Pelaksanaan Pengolahan Muatan dan Peta : Juli - Agustus 2024</li>
</ol>",2024-02-21 10:25:36,198906132012111001,0,,,,,,,,,,,,,,,,,,,,,,,,,,
lUb4zWjbhmI,2024s106,Survei Khusus Tahunan (SKT) DNPeng,2024,2024s106,"<p>Ketua Tim: Meita Jumiartanti</p>
<p>PJK: Hendra Dharmawan<br>Anggota: Ar Razy Ridha Maulana, Edo Mara Nst, Zulviyana, dan Ita Meriati</p>",<p>Belum Ada</p>,"<p>Pelatihan Petugas: Juni 2024</p>
<p>Pengumpulan Data: Juli-September 2024</p>
<p>Pemeriksaan Data: Agustus-September 2024</p>
<p>Pengolahan Data: Agustus-September 2024<br>Tabulasi Data: Desember 2024</p>",2024-02-19 9:54:33,198512092009021002,0,,,,,,,,,,,,,,,,,,,,,,,,,,
LUcl61285S0,2024s101,Pendataan Satuan Harga Barang dan Jasa (SHBJ),2025,2025s101,"<p>PJK&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; : Reza Rezki Pulungan</p>
<p>Anggota : 1. Kanasha Humaira</p>
<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;2. Thariana Ayu Islami</p>","<p>1.Maksud dan Tujuan<br>Pendataaan SHBJ dimaksudkan untuk menunjang perencanaan pembangunan di bidang<br>statistik khususnya sebagai acuan nilai tertinggi suatu rincian belanja yang dibutuhkan<br>dalam pelaksanaan kegiatan. Adapun tujuan kegiatan ini adalah untuk mengumpulkan data<br>harga barang dan jasa yang digunakan sebagai ancar-ancar pelaksanaan pengadaan di<br>lingkungan BPS Provinsi Aceh</p>
<p><br>2. Hasil dan Keluaran<br>Adapun hasil dan keluaran dari Pendataan SHBJ adalah sebagai berikut:<br>1. Tersedianya data harga barang dan jasa sebagai ancar-ancar untuk keperluan<br>perencanaan di lingkungan BPS Provinsi Aceh<br>2. Tersedianya Publikasi/Laporan Perkiraan Harga Barang dan Jasa BPS Provinsi Aceh</p>
<p>&nbsp;</p>
<p>3. Penerima Manfaat<br>Penerima manfaat dari Survei SHBJ meliputi pihak internal maupun eksternal. Bagi internal<br>BPS, hasil Survei SHBJ digunakan untuk keperluan perencanaan di lingkungan internal<br>BPS. Sedangkan bagi pihak eksternal seperti Pemerintah Daerah, hasil Survei SHBJ dapat<br>digunakan dengan persetujuan Kepala BPS Provinsi.</p>
<p><br>4. Lingkup Kegiatan<br>Kegiatan SHBJ tahun&nbsp; meliputi 4 (empat) kegiatan pokok, yaitu:<br>1. Persiapan: pemutakhiran cakupan komoditas, pemutakhiran metodologi,<br>penyusunan kuesioner, pencetakan kuesioner (hanya dilakukan oleh BPS Provinsi).<br>2. Pelaksanaan: pencacahan lapangan, pengawasan, monitoring.<br>3. Pengolahan: entri, validasi, dan tabulasi.<br>4. Penyusunan publikasi</p>
<p>&nbsp;</p>",NULL,2025-07-26 10:13:08,198504232008011001,1,,,,,,,,,,,,,,,,,,,,,,,,,,
lzLII3EQhat,2024s104,Survei Konstruksi Triwulanan,2025,2025s104,"<ol>
<li>Cut Malahayati</li>
<li>Fikri</li>
</ol>","<ul>
<li>Survei &nbsp;Perusahaan &nbsp;Konstruksi Triwulanan &nbsp;2025 &nbsp;(SKTR-2025) &nbsp;bertujuan &nbsp;untuk mengetahui perkembangan sektor konstruksi secara umum dengan referensi waktu triwulanan. Karakteristik yang dikumpulkan meliputi jumlah dan balas jasa pekerja tetap dan kontrak; upah pekerja tidak tetap/harian; nilai pekerjaan konstruksi yang diselesaikan dalam periode triwulanan tahun 2025.</li>
<li>&nbsp;Moda pendataan kegiatan &nbsp;Survei Perusahaan Konstruksi Triwulanan (SKTR-2025) menggunakan Computer-Assisted Personal Interviews&nbsp;<br>(CAPI).</li>
<li>Monitoring Dashboard:&nbsp;<a title=""Monitoring Dashboard"" href=""https://fasih-dashboard.bps.go.id/"">https://fasih-dashboard.bps.go.id</a>&nbsp;</li>
<li>Buku Pedoman Survei Konstruksi Triwulanan 2025: <a title=""Buku Pedoman Survei Konstruksi Triwulanan 2025"" href=""https://drive.bps.go.id/apps/onlyoffice/s/42TYC3MqsMdFXy9?fileId=71470149"">https://drive.bps.go.id/apps/onlyoffice/s/42TYC3MqsMdFXy9?fileId=71470149</a></li>
<li>Daftar Sampel: <a title=""Daftar Sampel"" href=""https://docs.google.com/spreadsheets/d/1GjhmnFoWqrLPgEbxoQASrSrWwKNY_qhoE7kBveKIWug/edit?gid=1339402030#gid=1339402030"">https://docs.google.com/spreadsheets/d/1GjhmnFoWqrLPgEbxoQASrSrWwKNY_qhoE7kBveKIWug/edit?gid=1339402030#gid=1339402030</a></li>
<li>Dokumen Survei Konstruksi Triwulanan 2025: <a title=""Dokumen Survei Konstruksi Triwulanan 2025"" href=""https://drive.bps.go.id/s/42TYC3MqsMdFXy9"">https://drive.bps.go.id/s/42TYC3MqsMdFXy9</a></li>
</ul>",NULL,2025-02-05 11:57:50,198804162008011001,1,,,,,,,,,,,,,,,,,,,,,,,,,,
M4ZvGtzOgKy,2024s105,Pelaksanaan Kegiatan Updating Direktori Pariwisata,2024,2024s103,"<p>PJK&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;: Effendy</p>
<p>Anggota&nbsp; &nbsp; : Cut Sandra&nbsp;</p>",<p>Link Dashboard: https://fasih-sm.bps.go.id/survey-collection/collect/57f07399-6cb6-42b4-b05a-bd925cdb1193</p>,"<table style=""width: 473.984px; border-collapse: collapse; border-width: 0px;"" border=""1"">
<tbody>
<tr>
<td style=""border-width: 0px;"">Pencacahan Hotel</td>
<td style=""border-width: 0px;"">&nbsp; Januari - Februari 2024</td>
</tr>
<tr>
<td style=""border-width: 0px;"">Pencacahan Lainnya</td>
<td style=""border-width: 0px;"">&nbsp; Januari - Maret 2024</td>
</tr>
</tbody>
</table>",2024-02-21 3:49:37,198411122006042002,0,,,,,,,,,,,,,,,,,,,,,,,,,,
M88A3EyO1qR,2024s101,Penyiapan ruangan dan Penyediaan Mobiler pendukung Kegiatan,2024,2024s101,"<p>PJK : Fadlun Andrian</p>

<p>anggota :</p>

<ul>
	<li>Iswahyudi</li>
	<li>tim Outshorshing</li>
</ul>
","<p>Penyediaan perlengkapan BMN Kegiatan ( meja , Kursi,&nbsp;jaringan pendukung )</p>
","<table border=""1"" cellpadding=""1"" cellspacing=""1"" style=""width: 500px;"">
	<tbody>
		<tr>
			<td>
			<p>KEGIATAN :</p>
			</td>
			<td>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;JADWAL&nbsp; &nbsp; &nbsp; &nbsp;&nbsp;</td>
		</tr>
		<tr>
			<td>
			<p>Realese&nbsp;Rutin</p>
			</td>
			<td>&nbsp;Setiap awal bulan</td>
		</tr>
	</tbody>
</table>

<p>&nbsp;</p>
",2024-01-23 10:57:15,198604092011011016,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mb47vZ0HfIY,2024s102,Profiling SBR (Statistical Business Register),2025,2025s105,"<ol>
<li>
<p><strong>Ketua Tim</strong>: Fitral Pratomo</p>
<p><strong>Pjk</strong>: Kahar Muzakar</p>
<p><strong>Anggota</strong>:&nbsp;</p>
<ul>
<li>Wira Junardi</li>
</ul>
</li>
</ol>","<p>Profiling merupakan mekanisme untuk melakukan&nbsp;pemutakhiran perusahaan yang terdapat pada&nbsp;database SBR secara <em>on desk</em>. Sumber data yang&nbsp;digunakan bisa dari googling ataupun usaha/perusahaan yang pernah menjadi sampel survey&nbsp;BPS. Kegiatan profiling terdiri dari:</p>
<ol>
<li>Profiling Periodik
<ul>
<li>Sampel dialokasikan oleh Tim SBR Pusat</li>
<li>Periode profiling ditentukan oleh Tim SBR Pusat</li>
<li>Approval dilakukan oleh Tim&nbsp;SBR Pusat</li>
</ul>
</li>
<li>Profiling Mandiri
<ul>
<li>Tim SBR BPS Provinsi atau&nbsp;Kabupaten/Kota dapat&nbsp;memilih sampel yang akan&nbsp;diprofiling</li>
<li>Tim SBR BPS Provinsi atau&nbsp;Kabupaten/Kota dapat&nbsp;melakukan profiling kapan saja</li>
<li>Approval dilakukan oleh Tim&nbsp;SBR Pusat</li>
</ul>
</li>
</ol>",NULL,2025-02-18 9:14:07,198906132012111001,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mDNEVRgheEd,2024s105,Survei Harga Perdesaan (SHPed),2024,2024s103,"<p>PJK&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;: Mursalina</p>
<p>Anggota&nbsp; &nbsp; : Dwi Susanti</p>","<p>Link Dashboard: <a href=""https://webentry.bps.go.id/shped"" target=""_blank"" rel=""noopener"">https://webentry.bps.go.id/shped</a></p>","<table style=""width: 473.984px;"" border=""1"">
<tbody>
<tr>
<td>Pencacahan</td>
<td>&nbsp;Januari - Desember&nbsp;2024</td>
</tr>
</tbody>
</table>",2024-02-05 11:18:25,198411122006042002,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mFZfjXlnq52,2024s103,Penyusunan Publikasi Statistik Sosial,2024,2024s102,"<p><strong>Ketua Tim: </strong>Abd. Hakim</p>
<p><strong>Tim Penyusun :&nbsp;</strong>Zelvia,Maulidya,A.Sugito,Juliana,M.Ridha,Darwis</p>","<p>Publikasi dapat diaksese melalui link : <a href=""https://aceh.bps.go.id/publication.html"">https://aceh.bps.go.id/publication.html</a>&nbsp;</p>","<table dir=""ltr"" style=""width: 95.1157%; height: 358.149px; border-collapse: collapse; border-width: 0px; border-spacing: 0px;"" border=""1"" cellspacing=""0"" cellpadding=""0"" data-sheets-root=""1""><colgroup><col style=""width: 3.44828%;"" width=""30""><col style=""width: 49.7701%;"" width=""433""><col style=""width: 11.4943%;"" width=""100""><col style=""width: 17.2414%;"" width=""150""><col style=""width: 17.931%;"" width=""156""></colgroup>
<tbody>
<tr style=""height: 22.3843px;"">
<td style=""height: 22.3843px; border-width: 0px;"" data-sheets-value=""{""><span style=""font-size: 10pt;""><strong>No</strong></span></td>
<td style=""height: 22.3843px; border-width: 0px;"" data-sheets-value=""{""><span style=""font-size: 10pt;""><strong>Judul</strong></span></td>
<td style=""height: 22.3843px; border-width: 0px;"" data-sheets-value=""{""><span style=""font-size: 10pt;""><strong>ARC/Non</strong></span></td>
<td style=""height: 22.3843px; border-width: 0px;"" data-sheets-value=""{""><span style=""font-size: 10pt;""><strong>Penyerahan</strong></span></td>
<td style=""height: 22.3843px; border-width: 0px;"" data-sheets-value=""{""><span style=""font-size: 10pt;""><strong>Terbit</strong></span></td>
</tr>
<tr style=""height: 22.3843px;"">
<td style=""height: 22.3843px; border-width: 0px;"" data-sheets-value=""{""><span style=""font-size: 10pt;"">1</span></td>
<td style=""height: 22.3843px; border-width: 0px;"" data-sheets-value=""{""><span style=""font-size: 10pt;"">Statistik Kesehatan Provinsi Aceh 2023</span></td>
<td style=""height: 22.3843px; border-width: 0px;"" data-sheets-value=""{""><span style=""font-size: 10pt;"">Non ARC</span></td>
<td style=""height: 22.3843px; border-width: 0px;"" data-sheets-value=""{"" data-sheets-numberformat=""{""><span style=""font-size: 10pt;"">9 Februari 2024</span></td>
<td style=""height: 22.3843px; border-width: 0px;"" data-sheets-value=""{"" data-sheets-numberformat=""{""><span style=""font-size: 10pt;"">16 Februari 2024</span></td>
</tr>
<tr style=""height: 22.3843px;"">
<td style=""height: 22.3843px; border-width: 0px;"" data-sheets-value=""{""><span style=""font-size: 10pt;"">2</span></td>
<td style=""height: 22.3843px; border-width: 0px;"" data-sheets-value=""{""><span style=""font-size: 10pt;"">Statistik Pengeluaran Rumah Tangga Provinsi Aceh 2023</span></td>
<td style=""height: 22.3843px; border-width: 0px;"" data-sheets-value=""{""><span style=""font-size: 10pt;"">Non ARC</span></td>
<td style=""height: 22.3843px; border-width: 0px;"" data-sheets-value=""{"" data-sheets-numberformat=""{""><span style=""font-size: 10pt;"">11 Maret 2024</span></td>
<td style=""height: 22.3843px; border-width: 0px;"" data-sheets-value=""{"" data-sheets-numberformat=""{""><span style=""font-size: 10pt;"">18 Maret 2024</span></td>
</tr>
<tr style=""height: 22.3843px;"">
<td style=""height: 22.3843px; border-width: 0px;"" data-sheets-value=""{""><span style=""font-size: 10pt;"">3</span></td>
<td style=""height: 22.3843px; border-width: 0px;"" data-sheets-value=""{""><span style=""font-size: 10pt;"">Keadaan Angkatan Kerja Provinsi Aceh Agustus 2023</span></td>
<td style=""height: 22.3843px; border-width: 0px;"" data-sheets-value=""{""><span style=""font-size: 10pt;"">ARC</span></td>
<td style=""height: 22.3843px; border-width: 0px;"" data-sheets-value=""{"" data-sheets-numberformat=""{""><span style=""font-size: 10pt;"">19-Apr-24</span></td>
<td style=""height: 22.3843px; border-width: 0px;"" data-sheets-value=""{"" data-sheets-numberformat=""{""><span style=""font-size: 10pt;"">26-Apr-24</span></td>
</tr>
<tr style=""height: 22.3843px;"">
<td style=""height: 22.3843px; border-width: 0px;"" data-sheets-value=""{""><span style=""font-size: 10pt;"">4</span></td>
<td style=""height: 22.3843px; border-width: 0px;"" data-sheets-value=""{""><span style=""font-size: 10pt;"">Statistik Perumahan Provinsi Aceh 2023</span></td>
<td style=""height: 22.3843px; border-width: 0px;"" data-sheets-value=""{""><span style=""font-size: 10pt;"">ARC</span></td>
<td style=""height: 22.3843px; border-width: 0px;"" data-sheets-value=""{"" data-sheets-numberformat=""{""><span style=""font-size: 10pt;"">22-Apr-24</span></td>
<td style=""height: 22.3843px; border-width: 0px;"" data-sheets-value=""{"" data-sheets-numberformat=""{""><span style=""font-size: 10pt;"">29-Apr-24</span></td>
</tr>
<tr style=""height: 22.3843px;"">
<td style=""height: 22.3843px; border-width: 0px;"" data-sheets-value=""{""><span style=""font-size: 10pt;"">5</span></td>
<td style=""height: 22.3843px; border-width: 0px;"" data-sheets-value=""{""><span style=""font-size: 10pt;"">Statistik Pendidikan Provinsi Aceh 2023</span></td>
<td style=""height: 22.3843px; border-width: 0px;"" data-sheets-value=""{""><span style=""font-size: 10pt;"">Non ARC</span></td>
<td style=""height: 22.3843px; border-width: 0px;"" data-sheets-value=""{"" data-sheets-numberformat=""{""><span style=""font-size: 10pt;"">20 Mei 2024</span></td>
<td style=""height: 22.3843px; border-width: 0px;"" data-sheets-value=""{"" data-sheets-numberformat=""{""><span style=""font-size: 10pt;"">27 Mei 2024</span></td>
</tr>
<tr style=""height: 22.3843px;"">
<td style=""height: 22.3843px; border-width: 0px;"" data-sheets-value=""{""><span style=""font-size: 10pt;"">6</span></td>
<td style=""height: 22.3843px; border-width: 0px;"" data-sheets-value=""{""><span style=""font-size: 10pt;"">Indikator SDGs Provinsi Aceh 2023</span></td>
<td style=""height: 22.3843px; border-width: 0px;"" data-sheets-value=""{""><span style=""font-size: 10pt;"">Non ARC</span></td>
<td style=""height: 22.3843px; border-width: 0px;"" data-sheets-value=""{"" data-sheets-numberformat=""{""><span style=""font-size: 10pt;"">10 Juni 2024</span></td>
<td style=""height: 22.3843px; border-width: 0px;"" data-sheets-value=""{"" data-sheets-numberformat=""{""><span style=""font-size: 10pt;"">17 Juni 2024</span></td>
</tr>
<tr style=""height: 22.3843px;"">
<td style=""height: 22.3843px; border-width: 0px;"" data-sheets-value=""{""><span style=""font-size: 10pt;"">7</span></td>
<td style=""height: 22.3843px; border-width: 0px;"" data-sheets-value=""{""><span style=""font-size: 10pt;"">Booklet Sakernas Februari 2023</span></td>
<td style=""height: 22.3843px; border-width: 0px;"" data-sheets-value=""{""><span style=""font-size: 10pt;"">Non ARC</span></td>
<td style=""height: 22.3843px; border-width: 0px;"" data-sheets-value=""{"" data-sheets-numberformat=""{""><span style=""font-size: 10pt;"">21 Juni 2024</span></td>
<td style=""height: 22.3843px; border-width: 0px;"" data-sheets-value=""{"" data-sheets-numberformat=""{""><span style=""font-size: 10pt;"">28 Juni 2024</span></td>
</tr>
<tr style=""height: 22.3843px;"">
<td style=""height: 22.3843px; border-width: 0px;"" data-sheets-value=""{""><span style=""font-size: 10pt;"">8</span></td>
<td style=""height: 22.3843px; border-width: 0px;"" data-sheets-value=""{""><span style=""font-size: 10pt;"">Indikator Tenaga Kerja Provinsi Aceh Februari 2024</span></td>
<td style=""height: 22.3843px; border-width: 0px;"" data-sheets-value=""{""><span style=""font-size: 10pt;"">ARC</span></td>
<td style=""height: 22.3843px; border-width: 0px;"" data-sheets-value=""{"" data-sheets-numberformat=""{""><span style=""font-size: 10pt;"">19 Juli 2024</span></td>
<td style=""height: 22.3843px; border-width: 0px;"" data-sheets-value=""{"" data-sheets-numberformat=""{""><span style=""font-size: 10pt;"">29 Juli 2024</span></td>
</tr>
<tr style=""height: 44.7569px;"">
<td style=""height: 44.7569px; border-width: 0px;"" data-sheets-value=""{""><span style=""font-size: 10pt;"">9</span></td>
<td style=""height: 44.7569px; border-width: 0px;"" data-sheets-value=""{""><span style=""font-size: 10pt;"">Profil Ketenagakerjaan Provinsi Aceh Hasil Sakernas Agustus 2023</span></td>
<td style=""height: 44.7569px; border-width: 0px;"" data-sheets-value=""{""><span style=""font-size: 10pt;"">Non ARC</span></td>
<td style=""height: 44.7569px; border-width: 0px;"" data-sheets-value=""{"" data-sheets-numberformat=""{""><span style=""font-size: 10pt;"">21 Oktober 2024</span></td>
<td style=""height: 44.7569px; border-width: 0px;"" data-sheets-value=""{"" data-sheets-numberformat=""{""><span style=""font-size: 10pt;"">28 Oktober 2024</span></td>
</tr>
<tr style=""height: 22.3843px;"">
<td style=""height: 22.3843px; border-width: 0px;"" data-sheets-value=""{""><span style=""font-size: 10pt;"">10</span></td>
<td style=""height: 22.3843px; border-width: 0px;"" data-sheets-value=""{""><span style=""font-size: 10pt;"">Indeks Demokrasi Indonesia Provinsi Aceh 2023</span></td>
<td style=""height: 22.3843px; border-width: 0px;"" data-sheets-value=""{""><span style=""font-size: 10pt;"">Non ARC</span></td>
<td style=""height: 22.3843px; border-width: 0px;"" data-sheets-value=""{"" data-sheets-numberformat=""{""><span style=""font-size: 10pt;"">13 Desember 2024</span></td>
<td style=""height: 22.3843px; border-width: 0px;"" data-sheets-value=""{"" data-sheets-numberformat=""{""><span style=""font-size: 10pt;"">20 Desember 2024</span></td>
</tr>
<tr style=""height: 22.3843px;"">
<td style=""height: 22.3843px; border-width: 0px;"" data-sheets-value=""{""><span style=""font-size: 10pt;"">11</span></td>
<td style=""height: 22.3843px; border-width: 0px;"" data-sheets-value=""{""><span style=""font-size: 10pt;"">Profil Kemiskinan Aceh 2023</span></td>
<td style=""height: 22.3843px; border-width: 0px;"" data-sheets-value=""{""><span style=""font-size: 10pt;"">Non ARC</span></td>
<td style=""height: 22.3843px; border-width: 0px;"" data-sheets-value=""{"" data-sheets-numberformat=""{""><span style=""font-size: 10pt;"">20 Desember 2024</span></td>
<td style=""height: 22.3843px; border-width: 0px;"" data-sheets-value=""{"" data-sheets-numberformat=""{""><span style=""font-size: 10pt;"">27 Desember 2024</span></td>
</tr>
<tr style=""height: 22.3843px;"">
<td style=""height: 22.3843px; border-width: 0px;"" data-sheets-value=""{""><span style=""font-size: 10pt;"">12</span></td>
<td style=""height: 22.3843px; border-width: 0px;"" data-sheets-value=""{""><span style=""font-size: 10pt;"">Booklet Sakernas Agustus 2023</span></td>
<td style=""height: 22.3843px; border-width: 0px;"" data-sheets-value=""{""><span style=""font-size: 10pt;"">Non ARC</span></td>
<td style=""height: 22.3843px; border-width: 0px;"" data-sheets-value=""{"" data-sheets-numberformat=""{""><span style=""font-size: 10pt;"">20 Desember 2024</span></td>
<td style=""height: 22.3843px; border-width: 0px;"" data-sheets-value=""{"" data-sheets-numberformat=""{""><span style=""font-size: 10pt;"">27 Desember 2024</span></td>
</tr>
<tr style=""height: 22.3843px;"">
<td style=""height: 22.3843px; border-width: 0px;"" data-sheets-value=""{""><span style=""font-size: 10pt;"">13</span></td>
<td style=""height: 22.3843px; border-width: 0px;"" data-sheets-value=""{""><span style=""font-size: 10pt;"">Indikator Tenaga Kerja Provinsi Aceh Agustus 2024</span></td>
<td style=""height: 22.3843px; border-width: 0px;"" data-sheets-value=""{""><span style=""font-size: 10pt;"">ARC</span></td>
<td style=""height: 22.3843px; border-width: 0px;"" data-sheets-value=""{"" data-sheets-numberformat=""{""><span style=""font-size: 10pt;"">20 Desember 2024</span></td>
<td style=""height: 22.3843px; border-width: 0px;"" data-sheets-value=""{"" data-sheets-numberformat=""{""><span style=""font-size: 10pt;"">27 Desember 2024</span></td>
</tr>
<tr style=""height: 22.3958px;"">
<td style=""height: 22.3958px; border-width: 0px;"" data-sheets-value=""{""><span style=""font-size: 10pt;"">14</span></td>
<td style=""height: 22.3958px; border-width: 0px;"" data-sheets-value=""{""><span style=""font-size: 10pt;"">Statistik Kesejahteraan Rakyat Provinsi Aceh 2024</span></td>
<td style=""height: 22.3958px; border-width: 0px;"" data-sheets-value=""{""><span style=""font-size: 10pt;"">ARC</span></td>
<td style=""height: 22.3958px; border-width: 0px;"" data-sheets-value=""{"" data-sheets-numberformat=""{""><span style=""font-size: 10pt;"">10 Desember 2024</span></td>
<td style=""height: 22.3958px; border-width: 0px;"" data-sheets-value=""{"" data-sheets-numberformat=""{""><span style=""font-size: 10pt;"">13 Desember 2024</span></td>
</tr>
</tbody>
</table>",2024-02-20 12:06:43,198109132006021001,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MkTUTU5Q4Tp,2024s105,Survei Usaha Penyedia Makan Minum Skala Besar (VREST-UMB),2024,2024s103,"<p>PJK&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;: Effendy</p>
<p>Anggota&nbsp; &nbsp; : Cut Sandra&nbsp;</p>",<p>Link Dashboard:</p>,"<table style=""width: 473.984px;"" border=""1"">
<tbody>
<tr>
<td>Pelatihan/Briefing&nbsp;Innas dan Petugas*)</td>
<td>&nbsp; April 2024</td>
</tr>
<tr>
<td>Pencacahan</td>
<td>&nbsp; Mei - Juli 2024</td>
</tr>
</tbody>
</table>
<p>&nbsp;</p>
<p>*) Pelatihan/Briefing dilakukan secara online</p>",2024-02-06 11:20:31,198411122006042002,0,,,,,,,,,,,,,,,,,,,,,,,,,,
